kepid,label,pl_orbper
8430105,false_positive,63.3278636
12255382,false_positive,0.499664962
7352727,false_positive,2.45649061
4945877,false_positive,1.339670241
8167959,false_positive,165.75597
11922782,false_positive,1.756466865
7684873,false_positive,2.947376671
4180396,false_positive,3.684337918
7868092,false_positive,180.71809
11192141,false_positive,1.353771892
6117415,false_positive,19.741616041
9216810,false_positive,138.62902498
8718273,false_positive,3.479508244
4269252,false_positive,9.4022333
3337061,false_positive,6.5583706
9826171,false_positive,434.39148
7115661,false_positive,0.566800926
7115384,false_positive,0.566793614
10214328,false_positive,659.2907
2697935,false_positive,21.5135234
5653163,false_positive,2.40435325
12021387,false_positive,241.07074582
8197761,false_positive,9.86869589
9292130,false_positive,362.747593
6286633,false_positive,366.28999
2708156,false_positive,1.891268461
5648449,false_positive,4.348866254
4909707,false_positive,2.302365255
10015516,false_positive,67.69213907
8547366,false_positive,128.66825288
8607720,false_positive,3.99751422
6848529,false_positive,197.37704
10532751,false_positive,367.761848
6956014,false_positive,0.925589891
8098728,false_positive,24.4851178
4758368,false_positive,1.874967748
11296798,false_positive,677.35794
10987439,false_positive,10.67459836
10191056,false_positive,1.21374744
7821010,false_positive,24.238241803
5471606,false_positive,0.962835804
10514430,false_positive,20.71927223
3941219,false_positive,282.159571
4458109,false_positive,41.477908
11560447,false_positive,0.527678272
8167938,false_positive,2.565717939
9913481,false_positive,3.50474265
10991239,false_positive,0.523629052
5006817,false_positive,94.818136
5989391,false_positive,71.59889
7918217,false_positive,63.9354965
3120320,false_positive,10.265613245
9899216,false_positive,1.33259003
5990753,false_positive,7.21636091
12833566,false_positive,0.537839241
3936658,false_positive,71.1577054
3762553,false_positive,289.788624
4769799,false_positive,21.92866538
10407210,false_positive,0.933728755
6889235,false_positive,5.188671659
3560301,false_positive,4.6484156
6688318,false_positive,326.370361
11671429,false_positive,112.46358893
7431665,false_positive,281.509095
11494130,false_positive,18.95491633
7117050,false_positive,73.836858
6116605,false_positive,419.21314
10620329,false_positive,0.436282594
10583181,false_positive,2.696354974
6307243,false_positive,451.86579
4577484,false_positive,73.26417
5090937,false_positive,8.79991878
7222086,false_positive,2.43902575
8703887,false_positive,14.170972781
3119256,false_positive,4.14244748
5725087,false_positive,0.366197145
4073730,false_positive,6.2820426
8687088,false_positive,0.905037231
7013635,false_positive,290.625016
4851217,false_positive,2.470283788
5982353,false_positive,19.563092517
8459354,false_positive,53.556625
11811454,false_positive,2.274628199
10385708,false_positive,345.7671
3003992,false_positive,7.24476126
11093335,false_positive,53.106597
8210370,false_positive,153.725848
9402859,false_positive,68.54443156
6390236,false_positive,0.89879279
7741837,false_positive,62.366706
8878681,false_positive,2.496328637
2013883,false_positive,0.764597756
3240406,false_positive,0.934181579
6522750,false_positive,17.445640466
7284688,false_positive,0.323021692
5905728,false_positive,7.87173698
8712863,false_positive,0.532493086
6933781,false_positive,130.4194187
10000490,false_positive,1.400991827
9657636,false_positive,542.52829
7422883,false_positive,11.41437505
4247791,false_positive,4.100870416
7097571,false_positive,2.213964145
3831523,false_positive,1.529283907
11462556,false_positive,2.50012775
1575873,false_positive,0.629001455
3439031,false_positive,2.976012511
5640511,false_positive,0.63624396
4160669,false_positive,2.183517999
4912991,false_positive,4.442517008
11027270,false_positive,0.533628226
6042116,false_positive,5.407157086
5005618,false_positive,681.9363102
8098515,false_positive,1.28659726
11970288,false_positive,20.7106853
4663658,false_positive,0.705891195
2010607,false_positive,18.622214
4663185,false_positive,56.6993107
5024268,false_positive,2.15045295
7457278,false_positive,12.607591424
9963639,false_positive,7.4185369
4856592,false_positive,461.1417
7255336,false_positive,1.20320092
6603043,false_positive,110.32167272
5444392,false_positive,0.759764419
5391911,false_positive,0.782068488
6891512,false_positive,1.752562808
5097278,false_positive,0.73240662
10960993,false_positive,3.117087797
5814635,false_positive,3.86963822
8823868,false_positive,23.8761144
10514429,false_positive,20.7191626
5285607,false_positive,1.949700508
12268220,false_positive,4.42158021
6421137,false_positive,118.4039
8019043,false_positive,1.985586627
8517303,false_positive,24.0733775
4851239,false_positive,1.23512429
7429287,false_positive,358.66044
12252732,false_positive,595.78152
9970396,false_positive,235.2976173
11968514,false_positive,1.036592136
6129632,false_positive,298.4688
4372410,false_positive,0.550537628
4459068,false_positive,24.955998503
9302543,false_positive,1.21475168
5795648,false_positive,4.553370029
10467815,false_positive,371.17573
2557430,false_positive,0.648868342
7385478,false_positive,1.655472351
10847721,false_positive,199.21638
7031726,false_positive,0.566793534
6866251,false_positive,65.238281
5042785,false_positive,1.67473779
7430876,false_positive,32.6122381
12004971,false_positive,10.81315417
5263802,false_positive,3.350209754
10118942,false_positive,121.70747
8715564,false_positive,438.00974
4832197,false_positive,0.94773253
9786821,false_positive,21.120005744
5164794,false_positive,1.0429419
8914779,false_positive,0.987338654
7177553,false_positive,17.99646148
8398290,false_positive,0.510804497
5717567,false_positive,1.287622419
8453324,false_positive,1.26227317
5034333,false_positive,6.932281325
5565497,false_positive,1.412526202
8302455,false_positive,2.441988077
7989422,false_positive,7.47763833
4570555,false_positive,4.750256809
9340460,false_positive,388.519605
10274244,false_positive,13.68369259
8258103,false_positive,0.594003994
11769801,false_positive,29.7123181
3097346,false_positive,4.029810359
4737302,false_positive,9.455586047
3240049,false_positive,2.945414866
6066416,false_positive,1.303859704
7541502,false_positive,44.827323809
11923819,false_positive,33.159475806
9822284,false_positive,0.969824139
7538450,false_positive,344.06248
9471539,false_positive,273.528359
9579860,false_positive,2.151214629
9652632,false_positive,2.488812012
4814168,false_positive,545.54618
6387969,false_positive,135.90795753
7281410,false_positive,0.56681118
7777397,false_positive,5.09112124
10601579,false_positive,8.098754149
9649205,false_positive,237.26601
6066107,false_positive,0.82883944
3869326,false_positive,8.58599537
5131276,false_positive,0.66882716
5471108,false_positive,12.427076
10552700,false_positive,0.94808587
7421876,false_positive,4.50279037
6449358,false_positive,5.776794344
11506938,false_positive,22.57494749
9758615,false_positive,94.20561159
8719324,false_positive,10.23335969
4680745,false_positive,1.463148937
8123937,false_positive,0.503201954
5887393,false_positive,1.55090374
5437348,false_positive,35.945188
5174920,false_positive,0.950487062
8590527,false_positive,0.739769962
12016267,false_positive,11.7489907
5513861,false_positive,0.755105584
11099351,false_positive,2.37795507
8258171,false_positive,23.6272223
7366036,false_positive,0.566801506
9007918,false_positive,1.387206724
4680772,false_positive,26.190289
2012722,false_positive,2.32539968
6864859,false_positive,40.877841988
8554498,false_positive,7.05185637
4913000,false_positive,4.442520831
8460634,false_positive,6.35216475
5908086,false_positive,0.93705132
8374741,false_positive,358.101884
7885570,false_positive,1.729338354
10223615,false_positive,27.25471993
5817566,false_positive,4.206070484
11673686,false_positive,4.618767943
5598645,false_positive,0.648772102
10982373,false_positive,2.00280845
11465869,false_positive,322.544807
8509781,false_positive,70.335879746
10619109,false_positive,2.045166206
5482603,false_positive,3.88258905
11153259,false_positive,1.94468659
10735575,false_positive,1.6749812
6515722,false_positive,1.908525084
9958053,false_positive,2.73398963
10686876,false_positive,2.618414643
5211631,false_positive,294.202469
11296437,false_positive,528.50344
8801343,false_positive,2.73987398
9210823,false_positive,0.828206212
7025526,false_positive,1.074106954
11456382,false_positive,0.814280672
6307537,false_positive,29.74454668
12644769,false_positive,41.077590334
12008916,false_positive,47.4314857
6230649,false_positive,443.66
7177892,false_positive,1.386249249
2305819,false_positive,135.57186
5308778,false_positive,20.28281916
10735519,false_positive,1.814128042
8192427,false_positive,204.818268
7032968,false_positive,0.56678702
6468337,false_positive,0.959853772
6147122,false_positive,15.45158184
5025217,false_positive,1.78752921
5730380,false_positive,0.954873008
5771589,false_positive,10.738427243
6526377,false_positive,1.39508873
7631194,false_positive,0.811390968
4848423,false_positive,1.501760172
11456279,false_positive,0.572937573
8556077,false_positive,3.635723653
9277210,false_positive,4.9432827
9959494,false_positive,1.332568744
3443790,false_positive,1.665784138
4144236,false_positive,22.913446297
5091075,false_positive,1.25625738
9239670,false_positive,456.55308
5268955,false_positive,12.82252496
6035335,false_positive,1.044408447
7700871,false_positive,5.17968868
2712825,false_positive,18.384953
9541567,false_positive,1.12284501
11098004,false_positive,7.508818
6146418,false_positive,22.44620704
9008125,false_positive,308.024953
9602595,false_positive,3.55650976
7220322,false_positive,0.752159702
7019580,false_positive,72.0153825
6936966,false_positive,36.4721523
6032981,false_positive,3.3226948
2853828,false_positive,346.36642
4851283,false_positive,1.23517588
9655005,false_positive,1.39862757
7838906,false_positive,5.614892073
5125048,false_positive,0.56818769
5738698,false_positive,2.404386969
2850321,false_positive,25.2218929
4863753,false_positive,1.000012952
10284575,false_positive,173.06929
6386784,false_positive,1.99567242
8345473,false_positive,2.2502073
7293937,false_positive,1.366964704
8739209,false_positive,3.6972959
9289960,false_positive,0.53345831
4931073,false_positive,26.951237675
9305012,false_positive,56.898749
4927734,false_positive,3.0001191
7914906,false_positive,8.752913958
5130890,false_positive,0.91057795
4138557,false_positive,0.991552822
4917014,false_positive,0.796815149
10079481,false_positive,330.80879
5398002,false_positive,14.15849823
8702921,false_positive,19.38444245
10399321,false_positive,21.5819776
7032174,false_positive,0.566799218
5271637,false_positive,471.37787
2578811,false_positive,6.2095391
11154043,false_positive,4.52977632
5021737,false_positive,15.03946326
4825872,false_positive,169.894419
2693092,false_positive,39.841522897
11869052,false_positive,20.5452375
5177065,false_positive,1.25383162
9172506,false_positive,50.440285363
8737343,false_positive,406.29695
3342952,false_positive,1.039046871
6606669,false_positive,0.970085646
3228825,false_positive,0.73095491
9941425,false_positive,1.075158342
11392618,false_positive,110.9215892
9906489,false_positive,8.9648813
3965326,false_positive,212.76701
9588822,false_positive,71.76236302
10338279,false_positive,5.660274452
5174492,false_positive,0.720589427
7177766,false_positive,0.769358923
10208477,false_positive,454.244158
3836453,false_positive,1.540395781
9145861,false_positive,215.778765
11200415,false_positive,4.63958598
12165063,false_positive,226.499243
7116024,false_positive,3.40076682
2573108,false_positive,5.09506
6859813,false_positive,10.88242209
10685175,false_positive,3.10197712
5019567,false_positive,1.17430183
3335816,false_positive,3.711013336
11820830,false_positive,12.7319385
4927738,false_positive,19.545185
3347807,false_positive,324.18028
5956787,false_positive,0.569115976
8955741,false_positive,538.4263
7936194,false_positive,536.52197
5038469,false_positive,1.36840167
12645262,false_positive,545.45623972
10191036,false_positive,1.21374652
3442054,false_positive,117.6813778
5632781,false_positive,11.02520205
5702637,false_positive,1.0388961
5276332,false_positive,357.82544
6612973,false_positive,681.01756
3327980,false_positive,2.115510941
4142768,false_positive,13.99585365
8906676,false_positive,8.209514329
7985733,false_positive,0.544561598
8453851,false_positive,2.78801663
10677763,false_positive,120.16983803
10616656,false_positive,25.285232337
9221398,false_positive,13.787520532
6206751,false_positive,1.245342215
3555178,false_positive,528.10984
9159301,false_positive,3.044771557
8262223,false_positive,1.613014741
6956136,false_positive,53.912783631
3970397,false_positive,34.33339948
10199817,false_positive,392.94247
10909274,false_positive,39.238141571
3127817,false_positive,2.163569702
10338624,false_positive,0.607538435
8953426,false_positive,2.665875491
5015027,false_positive,34.4886903
12253534,false_positive,466.08101
3542573,false_positive,3.471399214
3248033,false_positive,1.334101467
8495232,false_positive,9.63647672
5556726,false_positive,0.962825082
8700558,false_positive,4.79179893
11601597,false_positive,0.590281548
7677005,false_positive,38.058140058
8248939,false_positive,1.63345402
8588982,false_positive,116.025744
9357275,false_positive,1.588298157
8703491,false_positive,0.616343903
5652983,false_positive,498.391282
9468717,false_positive,7.37339245
4060815,false_positive,4.2856756
5024482,false_positive,1.5259105
5544450,false_positive,4.29388808
9837659,false_positive,121.62387378
4754831,false_positive,25.6416117
9592855,false_positive,0.609662423
9641041,false_positive,1.089077863
7539174,false_positive,297.71402
6307083,false_positive,75.3787816
7874976,false_positive,185.83013
10480952,false_positive,2.037453129
4729553,false_positive,0.961292561
8975368,false_positive,2.42649862
5986270,false_positive,1.534679933
9752982,false_positive,0.716709897
11855538,false_positive,2.521265
9635529,false_positive,2.35195525
10004515,false_positive,25.26363805
8957572,false_positive,1.5765874
7203858,false_positive,407.97623
5307990,false_positive,0.98762513
12156805,false_positive,371.54879
7974634,false_positive,404.701927
8761550,false_positive,224.591055
9291039,false_positive,8.80854183
9777062,false_positive,19.230038188
11817750,false_positive,9.762550001
10489539,false_positive,19.7639874
5949765,false_positive,426.34444
4281895,false_positive,9.543584955
3240159,false_positive,82.137609997
6470149,false_positive,165.739861
2142501,false_positive,113.0707574
10488450,false_positive,2.683395376
6109688,false_positive,14.086776961
5265982,false_positive,628.592314
10470616,false_positive,4.15713766
9906841,false_positive,581.0723
8813404,false_positive,374.80095
3755522,false_positive,251.958533
9394601,false_positive,0.876826336
2452289,false_positive,6.0353643
9071386,false_positive,4.693305543
9780149,false_positive,2.53021
9899421,false_positive,1.33256256
4761060,false_positive,13.37935853
2713018,false_positive,66.713573
3438975,false_positive,2.976020742
12405950,false_positive,3.539631353
3446451,false_positive,0.64234875
10924400,false_positive,0.750737313
10547685,false_positive,1.388509353
10363281,false_positive,0.934924739
4077252,false_positive,0.534109403
7622473,false_positive,40.244826
10093664,false_positive,1.20693963
7281484,false_positive,0.566800593
3558803,false_positive,1.353414369
11295085,false_positive,2.49777454
10849244,false_positive,24.261683827
7672940,false_positive,1064.2680956
5119143,false_positive,0.530799654
9489953,false_positive,58.3437362
6947837,false_positive,1.17033848
5305240,false_positive,1.070982122
2711114,false_positive,1.429439352
10202759,false_positive,0.872952088
4044005,false_positive,17.512014768
9028474,false_positive,124.93576738
8265156,false_positive,0.978362973
6206559,false_positive,1.245331397
8110733,false_positive,203.511886
9532117,false_positive,8.21429932
9579192,false_positive,12.08353781
6611779,false_positive,206.309658
2694632,false_positive,0.92225589
9457533,false_positive,37.3683802
6145939,false_positive,17.745456135
5467126,false_positive,2.845736321
8488876,false_positive,5.801881299
5213811,false_positive,288.285213
8848104,false_positive,0.824851807
5192660,false_positive,110.75214125
6928906,false_positive,1.54945486
10007492,false_positive,2.645596805
6694186,false_positive,5.554227226
9304923,false_positive,200.762693
9821151,false_positive,8.42943991
4752451,false_positive,6.41496453
9535080,false_positive,49.6456235
6974867,false_positive,0.887691177
11959569,false_positive,46.14869106
5650420,false_positive,1.049406508
10686930,false_positive,2.61844178
7053328,false_positive,455.77076435
6850665,false_positive,214.715417
8719897,false_positive,1.575710265
10493253,false_positive,89.667675
5956977,false_positive,77.773042
2306756,false_positive,386.6030528
2014991,false_positive,6.49676881
12418816,false_positive,0.760935268
3964562,false_positive,3.012476582
5534476,false_positive,1.02547271
8364119,false_positive,7.73591011
5471617,false_positive,94.38163
3336476,false_positive,1.89132292
9353182,false_positive,10.476258265
6043574,false_positive,381.782641
6614629,false_positive,0.526615152
9834257,false_positive,15.65134872
11775507,false_positive,276.32360146
9083564,false_positive,0.918420801
7335713,false_positive,0.573709256
6670075,false_positive,0.759706632
6962901,false_positive,0.977170246
8491745,false_positive,111.31980522
5284133,false_positive,8.784575777
4847832,false_positive,30.960216668
5903312,false_positive,1.16015259
8112013,false_positive,1.790518325
8413968,false_positive,135.223193
8758161,false_positive,0.998217563
9710611,false_positive,386.35444
9474969,false_positive,21.570508432
10486425,false_positive,5.274819905
4390912,false_positive,0.687506554
11240948,false_positive,3.401949837
11826400,false_positive,5.889372452
7541746,false_positive,4.1747072
5653072,false_positive,3.22452656
3858704,false_positive,3.00363219
9369366,false_positive,36.0054414
8129189,false_positive,53.647084859
5272571,false_positive,1.288046428
2707985,false_positive,1.89127438
8223328,false_positive,35.51619219
6781047,false_positive,7.0435762
10292000,false_positive,200.83849979
8890996,false_positive,1.50650745
9899141,false_positive,1.33256944
5977541,false_positive,1.14073528
9786017,false_positive,2.249000963
5130740,false_positive,210.30644361
8382339,false_positive,5.40597608
11237332,false_positive,19.3073774
9957668,false_positive,30.69533113
6612411,false_positive,8.46184728
5196851,false_positive,0.541396363
4636565,false_positive,2.81401302
2554853,false_positive,309.494217
3938073,false_positive,31.024310431
5967194,false_positive,498.24938
5563057,false_positive,1.049468616
10920086,false_positive,3.21318517
11969988,false_positive,2.19068738
10920420,false_positive,0.9438885
3747262,false_positive,1.312459403
3241619,false_positive,1.703347524
9724993,false_positive,7.863361238
8713828,false_positive,1.25451792
4950557,false_positive,24.714790706
7115925,false_positive,0.566801617
2711123,false_positive,2.858879267
6369548,false_positive,634.84739
10091257,false_positive,1.70192371
6131659,false_positive,17.527826808
4245897,false_positive,11.2570616
12459808,false_positive,0.502446098
2305543,false_positive,0.681137796
4544628,false_positive,0.729724346
5024476,false_positive,222.068928
1434395,false_positive,2.2227289
3230787,false_positive,17.734020239
8649876,false_positive,10.4212788
9692557,false_positive,0.571940563
8560804,false_positive,31.9729501
10268714,false_positive,452.65206
4763020,false_positive,384.09781
8579684,false_positive,2.08802799
4584865,false_positive,1.75254087
9973855,false_positive,2.95600563
8007262,false_positive,1.345078434
5529501,false_positive,1.51945182
6767337,false_positive,506.771836
8242350,false_positive,6.993576155
9849884,false_positive,5.35745121
10817600,false_positive,2.74703312
3532510,false_positive,106.779168
8254882,false_positive,0.92565941
6268722,false_positive,2.638432816
3546821,false_positive,561.08191
6804648,false_positive,0.700606479
5343976,false_positive,4.331392455
7976435,false_positive,3.33287187
11607193,false_positive,5.177577252
5039053,false_positive,401.38712
11616596,false_positive,14.5893928
10362031,false_positive,3.2136904
10794509,false_positive,1.428596987
5471415,false_positive,12.4257442
5172274,false_positive,6.12650913
3548639,false_positive,13.8452726
4768756,false_positive,2.40440112
9598315,false_positive,339.18109
9451096,false_positive,1.250390814
7137213,false_positive,28.64338839
8029197,false_positive,2.15292788
8386035,false_positive,1.63484631
4253860,false_positive,155.046089
12023078,false_positive,0.623441939
8288404,false_positive,519.80221867
3554819,false_positive,43.22793081
7024511,false_positive,66.1544958
10028352,false_positive,1.75147897
11768970,false_positive,15.541358818
9655419,false_positive,1.92149487
6721123,false_positive,7.36178958
2569516,false_positive,45.5827119
7204073,false_positive,0.566801906
6152521,false_positive,0.94895231
7955301,false_positive,15.32763411
7943535,false_positive,4.719336335
4557341,false_positive,361.901618
9936080,false_positive,355.79978
12062667,false_positive,2.92928244
10801100,false_positive,102.653705
5527172,false_positive,3.183961388
8737796,false_positive,0.885747456
4840327,false_positive,26.737139497
8553788,false_positive,1.606163631
8553907,false_positive,42.032096076
5385778,false_positive,12.42592247
7601918,false_positive,0.621361411
11199725,false_positive,1.032967155
4035675,false_positive,2.873657901
5024414,false_positive,1.525924746
3338674,false_positive,1.87337894
8429415,false_positive,1.352564873
9304842,false_positive,131.68018
5425908,false_positive,289.76961138
8487645,false_positive,0.530967987
10407464,false_positive,0.93373711
8179190,false_positive,0.662457501
8848115,false_positive,0.82484293
6443392,false_positive,0.776976021
8559863,false_positive,22.470494368
4255422,false_positive,165.40574995
4469825,false_positive,253.87706
4678873,false_positive,1.878877205
9159461,false_positive,80.519237
6126076,false_positive,0.909314811
9243795,false_positive,14.443127448
8669092,false_positive,1.000840564
2576224,false_positive,2.21701025
5098757,false_positive,2.954598
2583777,false_positive,0.958116585
10613718,false_positive,0.587938916
4069213,false_positive,5.194256813
6461675,false_positive,342.830882
9449320,false_positive,28.34230575
5436415,false_positive,273.223848
10219361,false_positive,117.634213
8190354,false_positive,1.615758517
7464205,false_positive,151.31847
2576692,false_positive,87.87826191
3458687,false_positive,0.98376204
6205460,false_positive,3.722775537
9093566,false_positive,0.94356284
10266852,false_positive,179.27230765
5641294,false_positive,2.6160943
11152950,false_positive,4.17363793
7117147,false_positive,0.566812588
3247396,false_positive,8.8111022
2570767,false_positive,1.89124453
8822585,false_positive,1.627538928
6437993,false_positive,1.39797542
7115200,false_positive,0.566801447
4732137,false_positive,393.946106
12506417,false_positive,283.72675
5637036,false_positive,171.046664
10649230,false_positive,0.447820618
6677267,false_positive,3.125821128
9471755,false_positive,0.953734449
6718474,false_positive,590.44065
10489525,false_positive,1.612249049
5179609,false_positive,43.9311596
8454250,false_positive,5.082722475
5306862,false_positive,2.025580416
8052474,false_positive,245.4382021
5597970,false_positive,6.71738328
4285087,false_positive,2.243015737
11197126,false_positive,4.494498254
5900390,false_positive,0.624677585
8378656,false_positive,3.62944008
11341314,false_positive,9.8338474
5126932,false_positive,208.18711785
10581918,false_positive,1.801863222
7837526,false_positive,28.297207229
3730176,false_positive,399.49671
8613338,false_positive,527.29093
9910942,false_positive,8.4803326
10219288,false_positive,3.381607
4569590,false_positive,41.3701638
3946023,false_positive,1.045492348
3846515,false_positive,0.888045184
3102024,false_positive,13.782522208
6774408,false_positive,0.85450941
3324644,false_positive,2.882424694
8196180,false_positive,3.671661096
8098300,false_positive,4.305917719
7031132,false_positive,0.566795196
9895004,false_positive,2.250826647
5031804,false_positive,1.37347867
5168498,false_positive,219.74735
10019399,false_positive,11.805707539
8841616,false_positive,1.679585725
9119568,false_positive,5.54867998
9602421,false_positive,3.55661906
3764714,false_positive,6.63449721
6228703,false_positive,4.200206781
7024222,false_positive,1.633107509
7132015,false_positive,6.99510404
9099950,false_positive,1.111362442
7588436,false_positive,23.3924063
4863956,false_positive,4.31978105
6965293,false_positive,5.077746556
6048024,false_positive,62.81584402
8143170,false_positive,28.787257509
8958359,false_positive,245.059374
5565707,false_positive,1.2940561
4067110,false_positive,0.735146413
2167890,false_positive,2.64830047
7289165,false_positive,5.26641416
2997178,false_positive,5.95077813
5201115,false_positive,1.728521892
7940533,false_positive,3.905532605
9728465,false_positive,7.35390869
7109680,false_positive,81.871309
4912589,false_positive,34.188302705
4037428,false_positive,4.264729569
5471690,false_positive,12.4247333
10407086,false_positive,0.933747395
5308387,false_positive,0.620739667
5440435,false_positive,78.04064906
5709103,false_positive,0.664727127
11348086,false_positive,391.420272
6548447,false_positive,10.768391927
3857860,false_positive,8.2344072
8560280,false_positive,85.338393
8747222,false_positive,1.667482003
7049771,false_positive,381.85852
9652166,false_positive,0.646523404
6065010,false_positive,159.05846
10079317,false_positive,236.25776888
8023317,false_positive,16.579028045
8094120,false_positive,0.706423768
6593363,false_positive,18.527824075
8027902,false_positive,1.79621807
8113154,false_positive,2.586878667
2309719,false_positive,54.35635067
7362450,false_positive,0.566807422
8694309,false_positive,0.827351796
11709022,false_positive,0.71957289
8823833,false_positive,1.50650136
6627507,false_positive,7.37453336
4059887,false_positive,1.018347376
4639868,false_positive,53.100942624
9178502,false_positive,50.47759052
9899181,false_positive,1.332560553
8510197,false_positive,591.37382
3634169,false_positive,2.9590637
1293031,false_positive,0.53936593
5039441,false_positive,2.151384476
10976412,false_positive,3.75938475
3347485,false_positive,7.544804312
3746248,false_positive,0.62240698
8415863,false_positive,27.533803402
11391667,false_positive,1.083736642
3957082,false_positive,3.77881664
7847104,false_positive,1.284991846
5218014,false_positive,10.845286549
4374339,false_positive,0.993703494
4464689,false_positive,574.37064
6362386,false_positive,4.592401261
5195945,false_positive,14.53682228
6359798,false_positive,14.15402428
9084832,false_positive,568.08251
8719419,false_positive,12.62530918
5443775,false_positive,3.307669761
8429668,false_positive,5.00749378
3972391,false_positive,0.634131057
5301955,false_positive,0.68396452
9092897,false_positive,3.9169155
9724984,false_positive,7.86335883
10419108,false_positive,507.48249
4482738,false_positive,0.866344816
8227661,false_positive,1.85373924
7106437,false_positive,212.760495
7289157,false_positive,5.26640614
3353454,false_positive,1.6911935
4946049,false_positive,1.8789138
8552565,false_positive,1.061932545
5809372,false_positive,34.6506368
4649440,false_positive,19.37070781
7846730,false_positive,11.02822674
7985167,false_positive,0.692239369
8639155,false_positive,0.603351522
8505215,false_positive,79.87804945
6698670,false_positive,10.81589054
9880467,false_positive,8.97349999
5616489,false_positive,410.88527
10414727,false_positive,253.40538
9533489,false_positive,197.1455327
4743513,false_positive,2.086075752
8635938,false_positive,43.798566
9528430,false_positive,90.08255562
4758350,false_positive,1.120997701
5955621,false_positive,14.0801852
10965740,false_positive,21.78769087
6846544,false_positive,499.88159
8948424,false_positive,5.888835386
5603270,false_positive,103.284757
6606282,false_positive,1.053573674
6145201,false_positive,22.7832776
3757407,false_positive,9.089151782
8749844,false_positive,361.51099
5525484,false_positive,315.502534
1868404,false_positive,6.12601169
8678345,false_positive,364.95068
10661917,false_positive,1.23142395
11296045,false_positive,88.91323139
7285616,false_positive,0.566802891
7031898,false_positive,0.566792595
9278021,false_positive,3.359470825
8243263,false_positive,1.759276227
10427700,false_positive,0.616386349
9966115,false_positive,8.947426242
7282872,false_positive,402.41511
7109851,false_positive,1.086486129
5781192,false_positive,9.459993213
5015913,false_positive,1.179969562
5288570,false_positive,1.728528176
6681473,false_positive,396.048721
5812648,false_positive,238.561202
3656700,false_positive,0.738527259
9466042,false_positive,9.2742685
8803882,false_positive,89.465468
7050060,false_positive,22.0425953
9777757,false_positive,1.33254212
4077901,false_positive,12.1097626
10471167,false_positive,0.93374073
5513893,false_positive,0.755103143
11356602,false_positive,323.2575
4074294,false_positive,0.892988877
10549576,false_positive,9.089355023
11565903,false_positive,117.140785
4665989,false_positive,1.124033822
8035322,false_positive,613.82905
10155080,false_positive,1.930451347
7741048,false_positive,0.843400322
12107021,false_positive,5.93719982
7919516,false_positive,0.575445783
6421483,false_positive,2.158398259
9463329,false_positive,615.81928
9115681,false_positive,1.86390886
5078879,false_positive,1.039370613
4366923,false_positive,646.28789332
5193077,false_positive,22.2941485
9048161,false_positive,8.667822346
12105785,false_positive,31.953038766
11519226,false_positive,22.16127178
11502179,false_positive,3.98855869
7133286,false_positive,38.51077573
6367628,false_positive,1.88984957
3229028,false_positive,0.730964241
9362842,false_positive,444.89411
9873869,false_positive,4.994773558
8569819,false_positive,20.849919614
9236858,false_positive,2.537081943
10275887,false_positive,9.726748645
8560927,false_positive,31.9714488
3222680,false_positive,2.31164074
8231299,false_positive,0.562273947
3641216,false_positive,358.54455552
5471489,false_positive,39.2820405
10033279,false_positive,72.4914068
6707260,false_positive,13.4256161
